age,annual_income,spending_score,x0_Male,x1_middle_age,x1_seniors,x1_teen,x1_young_adult,x2_high-income,x2_low-income,x2_middle-income
-1.718993056210291,-1.9933342057400036,-0.3853075052841317,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.470001947748324,-1.9933342057400036,1.1644669704768016,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.591912223742016,-1.9332174752827243,-1.8204244647782697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.2400195103927083,-1.9332174752827243,1.023549214135026,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.4611179505354967,-1.8744013533973574,-0.3461026716238652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3528306075209862,-1.8744013533973574,0.9881442631229821,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.13383958826538875,-1.816783519057706,-1.8204244647782697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.2400195103927083,-1.816783519057706,1.6153077746593416,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.5846571887958343,-1.7602748987528176,-1.9817377337420112,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.548494472436196,-1.7602748987528176,0.8457902311014247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7213134376231567,-1.7602748987528176,-1.4339079943942523,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.13383958826538875,-1.7602748987528176,1.786065427678668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2939834451980199,-1.7047973482073189,-1.3883173711992032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.1312344983705231,-1.7047973482073189,1.023549214135026,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.018057143389797775,-1.7047973482073189,-1.4799789556750835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3528306075209862,-1.7047973482073189,1.09414645894415,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.13383958826538875,-1.6502818349213813,-0.5437168770707412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.591912223742016,-1.6502818349213813,0.6299250208939422,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.9762914784617216,-1.5438979719122952,-0.7866961796600004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.13383958826538875,-1.5438979719122952,1.752023307853124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
