,spending_score,age_transformed_yj,annual_income_transformed_yj,gender_Male
0,-0.43480147996914814,-1.718993056210291,-1.9933342057400036,1.0
1,1.195704069915157,-1.470001947748324,-1.9933342057400036,1.0
2,-1.7159129834496736,-1.591912223742016,-1.9332174752827243,0.0
3,1.0404178270690327,-1.2400195103927083,-1.9332174752827243,0.0
4,-0.3959799192576171,-0.4611179505354967,-1.8744013533973574,0.0
5,1.0015962663575015,-1.3528306075209862,-1.8744013533973574,0.0
6,-1.7159129834496736,-0.13383958826538875,-1.816783519057706,0.0
7,1.700384359165061,-1.2400195103927083,-1.816783519057706,0.0
8,-1.832377665584267,1.5846571887958343,-1.7602748987528176,1.0
9,0.8463100235113773,-0.548494472436196,-1.7602748987528176,0.0
10,-1.405340497757425,1.7213134376231567,-1.7602748987528176,1.0
11,1.8944921627227165,-0.13383958826538875,-1.7602748987528176,0.0
12,-1.3665189370458939,1.2939834451980199,-1.7047973482073189,0.0
13,1.0404178270690327,-1.1312344983705231,-1.7047973482073189,0.0
14,-1.444162058468956,0.018057143389797775,-1.7047973482073189,1.0
15,1.118060948492095,-1.3528306075209862,-1.7047973482073189,1.0
16,-0.5900877228152724,-0.13383958826538875,-1.6502818349213813,0.0
17,0.6133806592421909,-1.591912223742016,-1.6502818349213813,1.0
18,-0.823017087084459,0.9762914784617216,-1.5438979719122952,1.0
19,1.8556706020111853,-0.13383958826538875,-1.5438979719122952,0.0
20,-0.5900877228152724,-0.13383958826538875,-1.4919254774414583,1.0
21,0.8851315842229084,-1.026179163904363,-1.4919254774414583,1.0
22,-1.7547345441612048,0.6255378212260649,-1.4407050167573945,0.0
23,0.8851315842229084,-0.4611179505354967,-1.4407050167573945,1.0
24,-1.405340497757425,1.0855249970875254,-1.2911701222142733,0.0
25,1.234525630626688,-0.6383638279830645,-1.2911701222142733,1.0
26,-0.7065524049498657,0.5633198155228429,-1.2911701222142733,0.0
27,0.4192728556845355,-0.13383958826538875,-1.2911701222142733,1.0
28,-0.7453739656613968,0.23331946962217354,-1.242588480424342,0.0
29,1.4286334341843434,-1.2400195103927083,-1.242588480424342,0.0
30,-1.7935561048727358,1.3936284893051145,-1.1945892777387028,1.0
31,0.8851315842229084,-1.470001947748324,-1.1945892777387028,0.0
32,-1.7935561048727358,1.0313491556131633,-1.0538353167667485,1.0
33,1.622741237741999,-1.8517394800730858,-1.0538353167667485,1.0
34,-1.405340497757425,0.8055044974500021,-1.0538353167667485,0.0
35,1.195704069915157,-1.470001947748324,-1.0538353167667485,0.0
36,-1.288875815622832,0.36931895258415715,-1.007923916791092,0.0
37,0.8851315842229084,-0.548494472436196,-1.007923916791092,0.0
38,-0.9394817692190521,-0.056996327933953685,-0.8729379696269509,0.0
39,0.9627747056459706,-1.591912223742016,-0.8729379696269509,0.0
40,-0.5900877228152724,1.630809337065888,-0.828802425611599,0.0
41,1.622741237741999,-1.1312344983705231,-0.828802425611599,1.0
42,-0.5512661621037414,0.7465872463304466,-0.785071235749214,1.0
43,0.4192728556845355,-0.4611179505354967,-0.785071235749214,0.0
44,-0.86183864779599,0.8055044974500021,-0.785071235749214,0.0
45,0.5745590985306598,-1.1312344983705231,-0.785071235749214,0.0
46,0.18634349141534906,0.8634032458584341,-0.741730466013887,0.0
47,-0.12422899427689955,-0.8262284356224745,-0.741730466013887,0.0
48,-0.31833679783455493,-0.6383638279830645,-0.741730466013887,0.0
49,-0.31833679783455493,-0.4611179505354967,-0.741730466013887,0.0
50,0.06987880928075582,0.8055044974500021,-0.65616846037871,0.0
51,0.38045129497300445,-0.293280189069415,-0.65616846037871,1.0
52,0.14752193070381797,-0.4611179505354967,-0.6139231738088062,0.0
53,0.38045129497300445,1.3441679559223847,-0.6139231738088062,1.0
54,-0.20187211569996172,0.8634032458584341,-0.6139231738088062,0.0
55,-0.357158358546086,0.6866122315341501,-0.6139231738088062,1.0
56,-0.007764312142306325,0.9203205601506481,-0.5720200930311742,0.0
57,-0.16305055498843063,1.809525872590357,-0.5720200930311742,1.0
58,0.03105724856922475,-0.8262284356224745,-0.48919926407122316,0.0
59,-0.16305055498843063,1.0313491556131633,-0.48919926407122316,1.0
60,0.22516505212688012,1.85281093779166,-0.48919926407122316,1.0
61,0.18634349141534906,-1.718993056210291,-0.48919926407122316,1.0
62,0.06987880928075582,1.7213134376231567,-0.4482621940997002,0.0
